Node1,Node2,CN,JI,PA,AA,RA,Label
21942,874108,0,0,0,0,0,1
21944,691498,0,0,10,0,0,1
21947,18714,0,0,26316,0,0,1
21947,874039,0,0,3483,0,0,1
21952,15632,5,0.009074410163339383,76128,2.107205809760284,0.02229943437729818,1
21956,874404,0,0,0,0,0,1
21960,2198,1,0.0078125,4154,0.4329697516527107,0.004901960784313725,1
21961,874508,2,0.02127659574468085,279,1.0465006362135783,0.025352513886910698,1
21966,41629,12,0.023762376237623763,53482,5.784170205825548,0.13573690996059876,1
21975,874718,0,0,18,0,0,1
21977,19333,1,0.0012165450121654502,168142,0.43377335587678323,0.0049504950495049506,1
21977,874938,0,0,0,0,0,1
21977,874942,0,0,892,0,0,1
21985,874755,0,0,58,0,0,1
21987,6793,0,0,83070,0,0,1
22010,18394,1,0.002881844380403458,24500,0.3702738636791765,0.00199203187250996,1
22011,244054,2,0.006711409395973154,5859,0.716170825371903,0.0032258399650923596,1
22016,876091,0,0,1172,0,0,1
22016,876114,0,0,1465,0,0,1
22018,3824,1,0.001851851851851852,58164,0.3700372633130797,0.001984126984126984,1
22021,192328,1,0.0033783783783783786,3962,0.33634611400557674,0.0010638297872340426,1
22021,20995,6,0.00846262341325811,122256,2.840454249936822,0.07096472438789597,1
22022,12183,12,0.014943960149439602,166026,5.562672577290718,0.10585846697779142,1
22037,33754,1,0.0036231884057971015,12702,0.5856274687844196,0.0196078431372549,1
22042,22135,9,0.140625,1060,4.450162157225837,0.102126943840828,1
22043,170035,19,0.027777777777777776,65230,7.720890087387257,0.07586164172588819,1
22043,172859,0,0,8302,0,0,1
22045,876290,0,0,0,0,0,1
22052,68382,6,0.013856812933025405,39990,2.5080161269284007,0.02709857076497878,1
22053,132083,1,0.005813953488372093,1932,0.3344599545865655,0.0010235414534288639,1
22055,376858,1,0.0022471910112359553,2205,0.41048162412912587,0.003663003663003663,1
22055,487847,0,0,2205,0,0,1
22055,8689,17,0.033268101761252444,38367,13.179968331616111,0.9947924413433968,1
22057,18824,7,0.01023391812865497,118440,2.9645988841183275,0.03573054485704912,1
22057,237155,6,0.01764705882352941,9765,2.8302964802508797,0.052149746101359,1
22067,414679,11,0.024336283185840708,8860,4.858110514948171,0.08206973993142017,1
22067,52732,28,0.034782608695652174,172770,12.787850525893225,0.25919908083282395,1
22067,877089,2,0.0044943820224719105,1772,0.8376234412493966,0.00957306338028169,1
22069,22082,33,0.14042553191489363,16995,16.622561474736173,0.405135340458526,1
22072,877671,0,0,156,0,0,1
22073,54580,2,0.00322061191626409,70950,0.9354569079682986,0.020406386066763423,1
22086,24801,3,0.0036452004860267314,84133,2.391486354216659,0.21708390827255405,1
22086,298968,7,0.009408602150537635,31108,2.5743899489362363,0.015310371023009174,1
22086,72664,12,0.014510278113663845,93324,6.983427248324554,0.3013685758925197,1
22087,241627,0,0,550,0,0,1
22088,42177,11,0.059782608695652176,5084,6.360337102149449,0.22963248722559526,1
22090,25167,4,0.007797270955165692,15520,2.3103635860749,0.10206646423751688,1
22091,878534,1,0.005494505494505495,890,0.33618963490432224,0.0010604453870625664,1
22092,324073,0,0,2550,0,0,1
22093,158858,5,0.01818181818181818,2700,2.0603288096093113,0.027429446883574474,1
22093,204043,6,0.01929260450160772,12690,2.365768814749696,0.018459366464770036,1
22094,22258,20,0.20408163265306123,3381,10.8391806988046,0.37780987032923485,1
22104,878473,1,0.008928571428571428,112,0.38644192242416525,0.002583979328165375,1
22105,141130,1,0.001218026796589525,3272,0.36346730455379295,0.0017730496453900709,1
22107,101566,4,0.03508771929824561,2752,1.7096452858432958,0.018649924004366054,1
22109,393945,1,0.001199040767386091,6616,0.4438815964683872,0.00558659217877095,1
22109,463095,0,0,13232,0,0,1
22110,180643,0,0,3890,0,0,1
22110,56635,11,0.019400352733686066,73521,8.921860800285458,0.7043754447438421,1
22114,5046,10,0.011848341232227487,182293,4.170442084964482,0.0434598268439277,1
22115,229489,5,0.009433962264150943,12750,1.9714432524849368,0.015828360478994795,1
22116,879278,0,0,193,0,0,1
22117,22142,61,0.08714285714285715,102138,30.880106349775627,0.8919218790790837,1
22117,22205,49,0.07401812688821752,72788,23.278451636874422,0.5312183336665793,1
22117,879834,1,0.0016835016835016834,4696,0.33309283345069857,0.0009950248756218905,1
22120,22247,29,0.06236559139784946,49128,12.830887083110488,0.26171782766899343,1
22120,879344,0,0,0,0,0,1
22120,879359,0,0,0,0,0,1
22121,619851,0,0,9982,0,0,1
22125,155905,0,0,33840,0,0,1
22126,60487,5,0.004240882103477523,192855,4.5510839395006,0.4599032207045775,1
22131,42020,2,0.006191950464396285,11154,0.8374108447649418,0.008924003009781791,1
22134,876291,1,0.0016556291390728477,5950,0.3460373182024155,0.001288659793814433,1
22134,880913,0,0,0,0,0,1
22136,651378,2,0.11764705882352941,48,1.075518356121945,0.0326797385620915,1
22137,158371,13,0.03367875647668394,7938,5.290054495329569,0.052107449070461026,1
22137,52494,66,0.12595419847328243,80136,26.6561772868676,0.24131309584010735,1
22143,105820,4,0.025157232704402517,4920,1.6769146161762396,0.019583972361494,1
22146,43640,19,0.01424287856071964,356210,8.01067611535177,0.0992231535847112,1
22147,558643,3,0.013953488372093023,2856,1.155517143788118,0.007758753651746161,1
22148,879277,2,0.010309278350515464,388,0.8441345269220893,0.008653569372481289,1
22152,882422,0,0,0,0,0,1
22155,21304,9,0.0313588850174216,21868,3.6789201349856078,0.033721056892094065,1
22156,160620,39,0.06643952299829642,89505,15.416524010310848,0.12263396569638643,1
22156,66598,26,0.040372670807453416,107325,10.221044495584023,0.0775864630530294,1
22156,881173,2,0.0049261083743842365,1215,1.120235449450255,0.035842293906810034,1
22160,113051,1,0.004608294930875576,10857,0.47012258200383017,0.007462686567164179,1
22161,882093,0,0,2934,0,0,1
22161,882111,0,0,978,0,0,1
22161,882314,0,0,9780,0,0,1
22164,22208,29,0.06318082788671024,40767,14.306214037044409,0.3265561842603001,1
22166,52674,9,0.017509727626459144,29770,4.284137704570743,0.08720468005215107,1
22169,121116,0,0,48240,0,0,1
22169,150119,5,0.00484027105517909,33165,1.8029928188898834,0.009212694664543723,1
22169,161813,12,0.01125703564727955,73365,4.827157870049302,0.05071946604418246,1
22169,760532,4,0.003980099502487562,4020,1.8547581405369677,0.034088825451849165,1
22169,823256,2,0.001990049751243781,2010,0.6899272863648886,0.0025572667025913006,1
22170,120225,20,0.02127659574468085,49775,8.527377531540944,0.11178424072035086,1
22170,461741,2,0.0022002200220022,5430,0.7038625266665486,0.0029255330038611303,1
22170,727631,1,0.0011001100110011,4525,0.36032838400928074,0.0016778523489932886,1
22170,780012,0,0,3620,0,0,1
22170,883633,0,0,0,0,0,1
22171,106868,5,0.010869565217391304,4104,2.1571411317339333,0.02868432533175575,1
22171,75910,8,0.015533980582524271,30552,3.4598894527263817,0.04703540851123918,1
22172,124865,1,0.002717391304347826,2534,0.36138188392539994,0.0017094017094017094,1
22176,110011,7,0.006352087114337568,80418,2.520893638367204,0.014867200911240856,1
22176,883903,0,0,0,0,0,1
22177,882683,4,0.03508771929824561,456,1.717479854494513,0.019245889900700558,1
22177,90596,9,0.028391167192429023,24168,5.4171295217666895,0.27561112774405266,1
22178,880778,12,0.16901408450704225,1020,5.573655389712155,0.09644687818169695,1
22180,22315,26,0.14054054054054055,7938,13.349781413475378,0.3567331262742952,1
22184,43574,25,0.021570319240724764,190464,19.51212550586341,1.672649317986746,1
22187,58986,18,0.039045553145336226,27258,9.76021277913257,0.358462725894827,1
22189,884513,0,0,0,0,0,1
22190,22272,10,0.09345794392523364,3116,6.575382531176985,0.4450407160638212,1
22196,678490,6,0.05172413793103448,1320,2.3104184002601884,0.018330816650049996,1
22197,25227,62,0.1082024432809773,80500,46.44498727384591,3.3830085816598214,1
22198,237507,0,0,3880,0,0,1
22198,884753,0,0,4656,0,0,1
22199,119681,0,0,1431,0,0,1
22205,194324,48,0.3076923076923077,9875,20.85709468855933,0.3079192918945208,1
22211,854329,0,0,245,0,0,1
22213,302708,22,0.049886621315192746,30030,8.798885758940388,0.07781041318172942,1
22213,9116,72,0.08856088560885608,192500,33.97895504468525,0.9880992278902189,1
22222,104138,15,0.026929982046678635,9972,6.8240742620088195,0.13549544825947,1
22222,74221,45,0.07679180887372014,42658,24.647958863433857,1.0937393519240688,1
22224,108002,4,0.012232415902140673,6798,1.6488259058142636,0.01744749374648048,1
22225,320516,15,0.038461538461538464,9500,6.199379371160422,0.0674351860200242,1
22226,22165,15,0.07142857142857142,10004,6.292915043291227,0.08394064601953316,1
22228,248460,5,0.007042253521126761,20550,2.0053304514378554,0.01897767652666805,1
22234,204043,14,0.1320754716981132,3431,6.1769719048494,0.08888356962490906,1
22242,131529,0,0,24120,0,0,1
22245,206299,0,0,8000,0,0,1
22245,207167,2,0.0019704433497536944,17000,0.7955625953842071,0.006267383984775289,1
22245,653749,3,0.0029644268774703555,15000,1.111727789987342,0.006419182085408497,1
22245,734167,5,0.00499001996007984,7000,2.162374284188952,0.03388621136209241,1
22251,60518,1,0.004424778761061947,11826,0.3972674517761643,0.00303951367781155,1
22254,506913,10,0.02557544757033248,6894,4.0783786341254835,0.0365270826854545,1
22259,557058,20,0.06920415224913495,10298,8.01991088098652,0.07509045982621236,1
22260,55668,4,0.0037593984962406013,164052,4.269658320608601,0.48635448136958703,1
22260,886491,0,0,186,0,0,1
22260,886517,0,0,558,0,0,1
22264,886612,0,0,640,0,0,1
22269,127150,5,0.036231884057971016,4410,2.216036847634267,0.03067691672373065,1
22277,31889,12,0.011940298507462687,228816,7.764004404018055,0.43345121847137547,1
22280,22390,18,0.03180212014134275,30039,9.479851826950433,0.2735180152869112,1
22280,28393,4,0.005738880918220947,91698,1.7338245941060073,0.02364420229045321,1
22280,29335,1,0.0012738853503184713,136493,0.5285147997240949,0.01282051282051282,1
22284,163168,1,0.002849002849002849,10240,0.34809986568802137,0.0013404825737265416,1
22287,886884,0,0,0,0,0,1
22289,22413,11,0.021400778210116732,38456,5.393902609492741,0.17968541749030503,1
22290,492589,3,0.007978723404255319,4404,1.1086546564157045,0.006514478241510878,1
22291,151343,3,0.005263157894736842,38610,1.1300589089410071,0.007013232073801425,1
22291,52290,0,0,47520,0,0,1
22292,881265,2,0.0039447731755424065,2520,0.7626794028819277,0.004855889724310777,1
22292,887854,1,0.001941747572815534,6048,0.33618963490432224,0.0010604453870625664,1
22299,22085,49,0.3888888888888889,7524,23.067781255867263,0.48970535610550703,1
22301,22258,18,0.13636363636363635,5589,8.95993945766593,0.21812520226945942,1
22313,22266,5,0.011111111111111112,8700,3.365362041122483,0.19110832452483995,1
22314,22150,31,0.04640718562874251,89208,13.968208210539288,0.2316946681383646,1
22317,105845,5,0.004955401387512388,18905,2.2181411979768546,0.03529360309166199,1
22317,144425,0,0,6965,0,0,1
22317,293355,6,0.006024096385542169,6965,2.4617527428042614,0.025301247148419262,1
22317,889069,3,0.00298804780876494,11940,1.0108443821220745,0.0032340584771978842,1
22319,65604,1,0.001976284584980237,14310,0.4463191339206263,0.005747126436781609,1
22321,115260,21,0.04007633587786259,48496,8.325466582704044,0.07412374583521318,1
22321,198346,2,0.004282655246252677,15588,0.6667411252384872,0.0020018426165154517,1
22325,888258,0,0,125,0,0,1
22327,399468,16,0.0201765447667087,14238,6.683812854966591,0.07933577788718764,1
22332,2504,46,0.12921348314606743,40205,21.92596605663515,0.5331482503445562,1
22336,889311,0,0,0,0,0,1
22337,525160,0,0,22050,0,0,1
22342,889350,0,0,0,0,0,1
22344,112853,2,0.0019646365422396855,42011,0.787109379367149,0.005887109817240822,1
22344,356806,1,0.0010090817356205853,14655,0.413230696728268,0.0038022813688212928,1
22344,890019,0,0,2931,0,0,1
22344,890163,0,0,2931,0,0,1
22345,22141,27,0.12857142857142856,9620,12.436845817076055,0.26360360809266903,1
22345,876884,17,0.0918918918918919,3145,7.789521932810929,0.12340404294127445,1
22351,17661,12,0.008168822328114363,520618,7.972505211117259,0.5074680038207005,1
22351,2568,1,0.001256281407035176,128002,0.38120662174974523,0.002380952380952381,1
22351,493990,1,0.001697792869269949,9184,0.3553347621284627,0.0015337423312883436,1
22351,890528,0,0,1148,0,0,1
22360,229215,3,0.012711864406779662,3978,1.4507064299381707,0.0259152153888996,1
22360,881541,0,0,442,0,0,1
22361,219896,0,0,4900,0,0,1
22361,27242,1,0.004219409282700422,11025,0.44153661713558023,0.005434782608695652,1
22361,890386,0,0,700,0,0,1
22362,44627,49,0.1,64620,26.165882940616257,0.8467301299306667,1
22368,890294,1,0.010638297872340425,186,0.3856111412918456,0.002551020408163265,1
22370,782515,2,0.005050505050505051,2352,0.8379802703413426,0.008270676691729324,1
22370,90120,5,0.00546448087431694,206976,1.902766878719488,0.013679722884961054,1
22374,137753,9,0.02054794520547945,23546,3.9242623191550834,0.05491981630429621,1
22374,61034,30,0.06289308176100629,46706,13.995097978508246,0.27387697843184505,1
22376,182175,19,0.03236797274275979,15633,7.415735113739437,0.05942172125298809,1
22376,280575,1,0.0016722408026755853,11580,0.36070849843111125,0.0016891891891891893,1
22376,42139,14,0.018205461638491547,118116,7.3669812809020865,0.21106541250818078,1
22377,130542,9,0.010123734533183352,13245,3.8745327108632552,0.05112008174091108,1
22377,171258,0,0,15894,0,0,1
22377,22189,29,0.02162565249813572,430021,16.671914253798047,0.7239632737881548,1
22383,117006,2,0.03125,1085,1.1281502208977212,0.04269882659713169,1
22387,49446,6,0.017543859649122806,28676,2.4901346168013556,0.026615565453912478,1
22389,118589,3,0.003537735849056604,47460,1.2687708920029324,0.022633562271426585,1
22389,142545,0,0,7910,0,0,1
22389,273718,6,0.007281553398058253,30849,2.6271640620046752,0.03651767266328041,1
22389,891754,0,0,3955,0,0,1
22394,174804,1,0.007042253521126761,1206,0.345770155329536,0.001282051282051282,1
22399,130252,25,0.052083333333333336,32956,11.462804602318197,0.1993103306721064,1
22399,132755,5,0.011061946902654867,12412,1.754156705074937,0.0071905808098052075,1
22399,134767,11,0.024608501118568233,12840,4.228078109476976,0.02959947895849968,1
22399,22164,34,0.04392764857881137,162640,18.114177583251404,0.6554102894402452,1
22399,24978,35,0.03211009174311927,298316,19.455758459329832,0.6813362217296846,1
22401,608430,0,0,1398,0,0,1
22405,163787,2,0.023529411764705882,1892,1.0929405070774028,0.03180952380952381,1
22411,59532,5,0.010752688172043012,24949,2.399988569248384,0.045514040426012516,1
22412,51188,8,0.008130081300813009,224700,4.194300487346855,0.1562611367898593,1
22414,553675,1,0.0049261083743842365,800,0.3952257210014641,0.0029498525073746312,1
22414,554629,1,0.004830917874396135,1600,0.4013869212466589,0.0032258064516129032,1
22415,210812,3,0.023076923076923078,1452,1.202289489340718,0.01096492813884118,1
22415,405336,5,0.03968253968253968,1210,1.9575874146992807,0.01821177270685395,1
22415,745497,4,0.03305785123966942,484,1.4866252460318041,0.00902668675379048,1
22417,876311,6,0.13953488372093023,258,3.508367717322455,0.12321602740581653,1
22421,835795,2,0.008130081300813009,1215,0.9260359724289053,0.01652046783625731,1
22440,892532,0,0,0,0,0,1
22450,64536,1,0.004672897196261682,10296,0.47012258200383017,0.007462686567164179,1
22462,105774,0,0,3828,0,0,1
22498,2984,2,0.004338394793926247,44472,0.861494081298537,0.009596712279275617,1
22525,452089,0,0,762,0,0,1
22528,893845,0,0,514,0,0,1
22534,3538,0,0,960,0,0,1
22537,12593,0,0,1311,0,0,1
22539,16346,4,0.01990049751243781,9100,2.2216618513250257,0.07794629267232007,1
22542,791909,0,0,54,0,0,1
22558,38079,1,0.0015267175572519084,106495,1.2850972089384687,0.16666666666666666,1
22558,63481,2,0.0044444444444444444,32851,0.7696328829224939,0.005040373774820984,1
22563,894058,0,0,0,0,0,1
22563,894065,0,0,0,0,0,1
22564,894280,0,0,0,0,0,1
22565,79510,12,0.012244897959183673,60255,12.026408999899092,1.240008262026805,1
22567,13869,24,0.09448818897637795,11221,15.398485942776325,0.8416213513335361,1
22570,599594,3,0.0078125,5936,1.2184478048829517,0.012814218381775332,1
22573,835286,2,0.0058823529411764705,2016,0.7256506656187129,0.0037615158707808667,1
22574,18970,0,0,20148,0,0,1
22585,297422,0,0,28913,0,0,1
22585,709887,8,0.008,10967,3.1061700000679218,0.025128102109576302,1
22587,895743,0,0,636,0,0,1
22589,215317,0,0,9876,0,0,1
22589,285308,2,0.002320185614849188,33743,0.6921318136073942,0.0026140247108307046,1
22589,74281,3,0.0020632737276478678,521782,4.539084616647032,0.5461152882205514,1
22589,896173,0,0,0,0,0,1
22590,117116,0,0,65439,0,0,1
22596,61007,15,0.07894736842105263,10044,13.73824592116963,1.352324665390461,1
22602,45267,6,0.023622047244094488,15811,3.0697991082148763,0.10961599599742108,1
22613,52395,72,0.11145510835913312,128520,29.240114951158787,0.3000115865487394,1
22636,671798,0,0,96,0,0,1
22641,113403,2,0.009389671361502348,6006,0.7227837265591371,0.0036764304805541916,1
22646,85210,15,0.012998266897746967,185220,6.092414412597291,0.06628885343623099,1
22658,35273,0,0,6678,0,0,1
22659,319170,0,0,104,0,0,1
22688,268,0,0,1035,0,0,1
22690,7436,0,0,10350,0,0,1
22699,897347,1,0.04,48,0.5515983410546411,0.015384615384615385,1
22704,576314,0,0,11412,0,0,1
22704,897355,0,0,0,0,0,1
22704,897786,0,0,0,0,0,1
22709,452885,0,0,60,0,0,1
22711,12758,0,0,15265,0,0,1
22717,898081,0,0,0,0,0,1
22724,60757,1,0.004149377593360996,14200,0.48616735934588834,0.008771929824561403,1
22726,268,0,0,5175,0,0,1
22727,898280,2,0.0273972602739726,594,0.7082325409971104,0.0030065024878302886,1
22728,37732,0,0,9801,0,0,1
22729,898121,0,0,0,0,0,1
22739,898168,0,0,19,0,0,1
22749,3740,0,0,730,0,0,1
22758,898514,0,0,151,0,0,1
22765,38576,4,0.019138755980861243,6786,2.454290700725112,0.13350226543693172,1
22773,898772,0,0,0,0,0,1
22779,898684,3,0.03488372093023256,420,1.216422052042617,0.01121479535532852,1
22785,237073,0,0,96,0,0,1
22798,366434,0,0,2044,0,0,1
22807,93827,0,0,10032,0,0,1
22814,899403,0,0,0,0,0,1
22816,272162,3,0.022388059701492536,1270,1.6946485208833666,0.05552263524549688,1
22821,899472,0,0,0,0,0,1
22822,899268,0,0,0,0,0,1
22832,59717,0,0,5088,0,0,1
22842,25840,1,0.002079002079002079,57456,0.756304195516401,0.047619047619047616,1
22846,17338,4,0.010526315789473684,36695,2.371985453596393,0.10148509639470965,1
22848,60666,1,0.0026109660574412533,23639,0.5239758185723462,0.012345679012345678,1
22851,899878,0,0,90,0,0,1
22857,19733,0,0,18304,0,0,1
22869,3380,28,0.05555555555555555,70755,12.638542573048017,0.28996321174295253,1
22878,408792,0,0,804,0,0,1
22882,900176,0,0,0,0,0,1
22883,106331,1,0.02040816326530612,96,0.6838083759938891,0.034482758620689655,1
22885,31147,0,0,3773,0,0,1
22909,41980,0,0,5700,0,0,1
22963,901297,0,0,0,0,0,1
22963,901298,0,0,0,0,0,1
22979,50194,0,0,2223,0,0,1
22981,32510,1,0.002849002849002849,19527,0.5239758185723462,0.012345679012345678,1
22981,901539,0,0,0,0,0,1
22983,3655,3,0.0058823529411764705,47432,2.2251791147794613,0.14606060606060606,1
22997,102372,0,0,875,0,0,1
23003,105878,0,0,840,0,0,1
23023,680987,0,0,714,0,0,1
23024,162951,1,0.011111111111111112,90,0.44436149650910334,0.0056179775280898875,1
23034,902424,1,0.006097560975609756,164,0.34478393790900097,0.0012578616352201257,1
23034,902435,0,0,0,0,0,1
23050,902598,0,0,110,0,0,1
23058,99820,3,0.038461538461538464,884,2.7431141958134715,0.2895061728395062,1
23060,47386,0,0,3420,0,0,1
23060,698720,1,0.002840909090909091,3762,0.46139989929817615,0.006802721088435374,1
23065,326256,1,0.0031545741324921135,4832,0.4989219858054781,0.009900990099009901,1
23069,5111,0,0,3615,0,0,1
23074,903065,0,0,0,0,0,1
23096,342958,5,0.06329113924050633,1188,2.014913415602923,0.02006877495610694,1
23102,903442,0,0,1239,0,0,1
23110,102470,1,0.008928571428571428,2772,0.5601205897026692,0.01639344262295082,1
23114,903455,0,0,0,0,0,1
23117,26316,0,0,82584,0,0,1
23119,44154,0,0,6478,0,0,1
23121,903580,0,0,0,0,0,1
23153,335280,0,0,40,0,0,1
23156,903856,0,0,0,0,0,1
23203,904339,0,0,0,0,0,1
23210,775626,0,0,862,0,0,1
23210,8888,1,0.0020242914979757085,27584,2.095903274289385,0.3333333333333333,1
23210,94593,0,0,26291,0,0,1
23216,904465,0,0,273,0,0,1
23219,223383,0,0,330,0,0,1
23224,558347,1,0.0026954177897574125,1107,0.4201307776703473,0.004166666666666667,1
23229,178557,0,0,17658,0,0,1
23229,905617,0,0,654,0,0,1
23229,905691,0,0,4578,0,0,1
23234,904941,0,0,241,0,0,1
23234,905011,0,0,241,0,0,1
23234,905033,0,0,0,0,0,1
23235,468312,2,0.013071895424836602,1036,0.6833964177297414,0.002370126593633316,1
23235,904781,0,0,444,0,0,1
23239,23267,4,0.03007518796992481,4140,2.1243006896596492,0.05364277895066072,1
23241,904813,2,0.008333333333333333,717,0.7400616630572312,0.004074507471848683,1
23246,301657,0,0,310,0,0,1
23255,443581,0,0,415,0,0,1
23257,119887,4,0.004581901489117984,55752,1.4059405333683923,0.006260603208979414,1
23259,321701,0,0,4422,0,0,1
23263,331137,0,0,2926,0,0,1
23264,906639,0,0,78,0,0,1
23269,906605,0,0,0,0,0,1
23279,17858,0,0,4998,0,0,1
23300,72850,0,0,17619,0,0,1
23314,67603,0,0,8701,0,0,1
23316,68850,0,0,3213,0,0,1
23317,49205,0,0,4890,0,0,1
23320,89558,0,0,38976,0,0,1
23320,907626,0,0,2436,0,0,1
23322,205017,0,0,39330,0,0,1
23322,371697,7,0.012658227848101266,53751,2.62898419426679,0.01846547205001367,1
23326,7016,1,0.007575757575757576,3430,0.42873585613752185,0.004651162790697674,1
23333,907907,0,0,0,0,0,1
23333,907925,0,0,170,0,0,1
23335,29767,5,0.006738544474393531,138242,2.195351780817848,0.03328868815968576,1
23335,570221,1,0.0024449877750611247,409,0.38644192242416525,0.002583979328165375,1
23335,689859,4,0.00904977375565611,15133,1.8999336208453186,0.04101262608596517,1
23338,247977,1,0.002793296089385475,358,0.4468183200524765,0.005780346820809248,1
23348,81983,0,0,2850,0,0,1
23349,908448,0,0,0,0,0,1
23353,908223,0,0,0,0,0,1
23365,908950,0,0,0,0,0,1
23371,908801,0,0,76,0,0,1
23372,320320,0,0,2095,0,0,1
23375,908678,0,0,0,0,0,1
23376,908718,0,0,0,0,0,1
23378,909393,0,0,0,0,0,1
23378,909656,0,0,0,0,0,1
23378,910235,0,0,0,0,0,1
23381,49567,5,0.05154639175257732,2345,6.837392146102943,0.9122122122122123,1
23382,66521,12,0.043795620437956206,19488,5.594512307241019,0.1264724558469261,1
23383,909269,0,0,982,0,0,1
23383,909331,0,0,982,0,0,1
23385,19041,3,0.007575757575757576,32144,1.2425578876962882,0.011673390117123024,1
23387,9545,6,0.01195219123505976,62916,2.692882089398007,0.042783108246950266,1
23397,141126,0,0,5322,0,0,1
23397,630895,0,0,7983,0,0,1
23397,99802,0,0,87813,0,0,1
23402,910446,0,0,0,0,0,1
23410,911259,0,0,675,0,0,1
23413,122932,4,0.007858546168958742,44912,1.5324586520431853,0.010221310176478142,1
23413,729196,0,0,5614,0,0,1
23415,678021,1,0.006493506493506494,456,0.39562754011387286,0.002967359050445104,1
23425,16764,1,0.001445086705202312,103032,0.3572269905478972,0.0015873015873015873,1
23428,172060,3,0.04054054054054054,1476,1.2125207140431742,0.010784822086708152,1
23446,27089,0,0,15120,0,0,1
23450,912010,0,0,144,0,0,1
23484,145659,1,0.003424657534246575,2002,0.33342996786353685,0.001002004008016032,1
23485,913155,0,0,3972,0,0,1
23501,203136,0,0,668,0,0,1
23504,913464,0,0,0,0,0,1
23508,913543,0,0,450,0,0,1
23511,26735,0,0,59892,0,0,1
23513,280,0,0,7326,0,0,1
23515,39637,0,0,44446,0,0,1
23525,28669,12,0.008849557522123894,406847,7.881094838569676,0.4632200000860653,1
23525,914116,0,0,931,0,0,1
23529,578449,0,0,29,0,0,1
23536,913714,1,0.01818181818181818,108,0.35155845458237833,0.001430615164520744,1
23549,914473,0,0,83,0,0,1
23550,33913,6,0.007547169811320755,152568,3.288915645285132,0.13414828494616304,1
23561,839269,3,0.008797653958944282,1360,1.3097488412135743,0.017342631931421874,1
23561,861935,2,0.005865102639296188,1020,0.757698663026001,0.004593754593754594,1
23561,868386,3,0.008823529411764706,1020,1.2200056468671576,0.01564390129928179,1
23561,914729,0,0,0,0,0,1
23572,914840,0,0,0,0,0,1
23574,23482,1,0.005263157894736842,7480,0.4258390874777537,0.004484304932735426,1
23576,804204,0,0,1017,0,0,1
23589,42956,0,0,8804,0,0,1
23590,252573,1,0.005291005291005291,4669,0.5182907592915772,0.011764705882352941,1
23594,3237,2,0.0031545741324921135,97875,1.2490464115139057,0.05012531328320802,1
23594,82192,0,0,26625,0,0,1
23595,18333,18,0.04295942720763723,37440,7.6352520614168045,0.08607777661141713,1
23595,219954,25,0.0585480093676815,42240,10.571736465522683,0.11788383658739442,1
23602,26971,1,0.0032679738562091504,14250,0.4458239130565268,0.005714285714285714,1
23637,915926,0,0,0,0,0,1
23646,8635,0,0,24885,0,0,1
23658,406665,0,0,7395,0,0,1
23669,916789,0,0,0,0,0,1
23675,282,0,0,10716,0,0,1
23696,51111,5,0.011574074074074073,31740,1.956296078477282,0.013952855999759635,1
23703,917181,0,0,896,0,0,1
23711,33842,0,0,15950,0,0,1
23717,26301,1,0.0043859649122807015,5628,0.5117072191244584,0.011111111111111112,1
23718,29851,7,0.06140350877192982,3280,3.4169583853874066,0.10384317317045934,1
23728,11164,1,0.005076142131979695,4176,0.5117072191244584,0.011111111111111112,1
23728,917583,0,0,0,0,0,1
23735,6309,0,0,9780,0,0,1
23740,794560,0,0,318,0,0,1
23748,36838,0,0,40330,0,0,1
23748,61069,15,0.015228426395939087,170476,6.967278068072128,0.13232907472765942,1
23753,282,1,0.002183406113537118,49914,0.39403911884078846,0.002898550724637681,1
23761,917928,0,0,156,0,0,1
23768,207914,1,0.0016666666666666668,1198,0.38242420920736053,0.0024271844660194173,1
23768,542194,1,0.0016501650165016502,4792,0.3339659591865318,0.0010131712259371835,1
23768,716853,0,0,2396,0,0,1
23768,836211,6,0.009900990099009901,7787,2.632759265618291,0.03545554433065639,1
23768,918480,0,0,0,0,0,1
23768,918624,0,0,0,0,0,1
23768,918656,1,0.001669449081803005,599,0.39664626323474034,0.0030120481927710845,1
23778,128941,0,0,5650,0,0,1
23780,918848,0,0,0,0,0,1
23785,919177,0,0,0,0,0,1
23799,196931,0,0,3417,0,0,1
23806,920079,0,0,0,0,0,1
23817,921396,0,0,0,0,0,1
23818,920443,0,0,0,0,0,1
23834,75357,18,0.03461538461538462,40677,13.415395825502813,1.069327594591751,1
23836,922727,0,0,0,0,0,1
23839,921964,1,0.009900990099009901,101,0.3470553636947557,0.001314060446780552,1
23841,752756,0,0,2007,0,0,1
23841,922328,3,0.013215859030837005,1561,1.0311946299803192,0.003750425114030587,1
23846,922420,0,0,0,0,0,1
23846,922480,0,0,0,0,0,1
23847,922286,0,0,412,0,0,1
23849,117196,1,0.002512562814070352,12410,0.33290154158705365,0.0009910802775024777,1
23849,22134,11,0.011603375527426161,216810,11.835846322641,1.3731991772381167,1
23849,924083,0,0,0,0,0,1
23855,29007,14,0.023255813953488372,94608,6.344226008293344,0.12784016904378218,1
23855,394880,3,0.009202453987730062,1620,1.1608373875766453,0.008027380063946012,1
23855,545358,6,0.018292682926829267,3240,2.3574162649592956,0.023981720877380895,1
23857,654161,5,0.023809523809523808,2244,1.7888766937338283,0.00830652294756864,1
